Scene Number,Scene Name,Split,Instruction Type,Instruction,Annotator,Source Row
588,scene-0588,trainval,unknown,Make a right turn into the rightmost lane,Annotator 5,547
588,scene-0588,trainval,unknown,turn right,Annotator 4,469
588,scene-0588,trainval,unknown,turn right at the intersection,Annotator 3,390
589,scene-0589,trainval,s,Make a right turn and continue straight,Annotator 6,80
589,scene-0589,trainval,unknown,Switch into the middle lane,Annotator 5,548
589,scene-0589,trainval,unknown,turn right,Annotator 3,391
589,scene-0589,trainval,unknown,turn right at the intersection,Annotator 1,259
590,scene-0590,trainval,ds,Change lanes one to left to be in the middle lane. Continue straight when the light turns green and the bus passes the intersection,Annotator 6,81
590,scene-0590,trainval,s,merge over one lane to the left,Annotator 1,260
590,scene-0590,trainval,s,"slide into the left lane and stop at the intersection, move forward when the light turns green",Annotator 3,392
590,scene-0590,trainval,unknown,switch to left lane,Annotator 4,471
591,scene-0591,trainval,s,stop at the intersection,Annotator 3,393
592,scene-0592,trainval,unknown,Make a left turn,Annotator 5,551
592,scene-0592,trainval,unknown,turn left,Annotator 4,473
592,scene-0592,trainval,unknown,turn left at the intersection,Annotator 3,394
592,scene-0592,trainval,unknown,turn left here,Annotator 1,262
593,scene-0593,trainval,d,Make a right turn when all incoming vehicles have passed and all pedestrians have crossed the street,Annotator 6,84
593,scene-0593,trainval,unknown,Make a right turn,Annotator 5,552
593,scene-0593,trainval,unknown,turn right,Annotator 4,474
594,scene-0594,trainval,s,turn right at the intersection and then stop at the intersection behind the car,Annotator 3,396
594,scene-0594,trainval,unknown,turn right,Annotator 4,475
594,scene-0594,trainval,unknown,turn right here,Annotator 1,264
596,scene-0596,trainval,ds,Turn left at the stop light when the light is a green arrow,Annotator 6,87
596,scene-0596,trainval,ds,start moving when the car in front starts moving and then turn right at the intersection,Annotator 3,398
596,scene-0596,trainval,s,turn left at the intersection,Annotator 1,266
596,scene-0596,trainval,unknown,Make a left turn at the intersection,Annotator 5,555
596,scene-0596,trainval,unknown,turn left,Annotator 4,477
598,scene-0598,trainval,s,Make a right turn,Annotator 6,89
598,scene-0598,trainval,unknown,Make a right turn and go straight,Annotator 5,557
598,scene-0598,trainval,unknown,turn right at the intersection,Annotator 3,400
598,scene-0598,trainval,unknown,turn right here,Annotator 1,268
599,scene-0599,trainval,s,In the roundabout take the first exit,Annotator 6,90
599,scene-0599,trainval,s,exit the roundabout on the first right,Annotator 1,269
599,scene-0599,trainval,unknown,Take a right at the roundabout,Annotator 5,558
599,scene-0599,trainval,unknown,turn right,Annotator 4,480
599,scene-0599,trainval,unknown,turn right at the intersection,Annotator 3,401
625,scene-0625,trainval,d,Follow the vehicle directly ahead,Annotator 6,92
626,scene-0626,trainval,ds,Follow the vehicle directly ahead and enter the roundabout,Annotator 6,93
626,scene-0626,trainval,s,stop at the intersection,Annotator 3,404
629,scene-0629,trainval,s,stop at   the intersection then go straight,Annotator 3,406
629,scene-0629,trainval,s,stop at the stopsign,Annotator 5,563
629,scene-0629,trainval,s,take a slight right and continue on the road,Annotator 1,274
629,scene-0629,trainval,unknown,Continue straight,Annotator 5,564
629,scene-0629,trainval,unknown,go on the right road and go straight,Annotator 4,485
630,scene-0630,trainval,s,Continue straight once at the stop sign,Annotator 6,96
630,scene-0630,trainval,s,stop at   the intersection then go straight,Annotator 3,407
630,scene-0630,trainval,s,stop at the stopsign,Annotator 5,565
632,scene-0632,trainval,s,"Following the road, turn right at the corner. Shortly after turning the corner, turn right",Annotator 6,97
632,scene-0632,trainval,s,take a right the end of the road and another right at the intersection,Annotator 1,276
632,scene-0632,trainval,s,turn right and then turn right again at the next intersection,Annotator 3,408
632,scene-0632,trainval,unknown,Make a right turn,Annotator 5,566
632,scene-0632,trainval,unknown,Make another right turn,Annotator 5,567
632,scene-0632,trainval,unknown,"turn right, turn right",Annotator 4,487
634,scene-0634,trainval,d,Slow down before approaching the vehicle ahead of you,Annotator 5,571
634,scene-0634,trainval,s,Make a left turn,Annotator 6,99
634,scene-0634,trainval,s,Stop at the stopsign,Annotator 5,569
634,scene-0634,trainval,s,turn left at the intersection,Annotator 3,410
634,scene-0634,trainval,unknown,Make a left turn,Annotator 5,570
634,scene-0634,trainval,unknown,turn left,Annotator 4,489
634,scene-0634,trainval,unknown,turn left here,Annotator 1,278
635,scene-0635,trainval,d,Stop and wait for the semi-truck to park,Annotator 6,100
635,scene-0635,trainval,d,Wait until the vehicle in front of you is not blocking the lane to proceed forward.,Annotator 5,572
636,scene-0636,trainval,s,Make a right at the stop sign,Annotator 6,101
636,scene-0636,trainval,s,take a right at the stop sign,Annotator 1,280
636,scene-0636,trainval,s,turn right at the intersection,Annotator 3,412
636,scene-0636,trainval,unknown,Make a right turn,Annotator 5,574
636,scene-0636,trainval,unknown,Stop at the stopsign.,Annotator 5,573
636,scene-0636,trainval,unknown,turn right,Annotator 4,491
638,scene-0638,trainval,d,Wait until oncoming traffic passes and make a left turn,Annotator 6,103
638,scene-0638,trainval,sd,turn left at the intersection when there are no incoming vehicles,Annotator 1,282
638,scene-0638,trainval,unknown,Make a left turn at the itnersection,Annotator 5,576
638,scene-0638,trainval,unknown,turn left,Annotator 3,495
639,scene-0639,trainval,s,stop at the intersection,Annotator 3,496
640,scene-0640,trainval,s,Continue straight and stay in the middle lane,Annotator 6,105
640,scene-0640,trainval,unknown,Go straight when the stoplight turns green,Annotator 5,578
641,scene-0641,trainval,s,"Passing the light, change one lane to the right",Annotator 6,106
641,scene-0641,trainval,s,merge one lane over to the right after the intersection,Annotator 1,285
641,scene-0641,trainval,s,slide into the right lane and stop at the intersection,Annotator 3,498
641,scene-0641,trainval,unknown,"After crossing the intersection, switch into the right lane.",Annotator 5,579
642,scene-0642,trainval,d,Continue straight when the light turns green,Annotator 6,107
642,scene-0642,trainval,s,start moving when light turns green,Annotator 3,499
642,scene-0642,trainval,unknown,Go straight when the stoplight turns green,Annotator 5,580
645,scene-0645,trainval,d,Make a full stop at the blinking light. Turn right when the pedestrian isn't an obstacle in the turning lane,Annotator 6,110
645,scene-0645,trainval,d,Switch to the right lane and come to a full stop at the flashing stoplights,Annotator 5,583
645,scene-0645,trainval,s,merge over one lane to the right and turn right at the intersection,Annotator 1,289
645,scene-0645,trainval,s,"slide into the right lane, stop at the intersection then turn right",Annotator 3,502
645,scene-0645,trainval,unknown,Make a right turn,Annotator 5,584
645,scene-0645,trainval,unknown,turn right,Annotator 4,500
646,scene-0646,trainval,unknown,turn right here,Annotator 1,290
648,scene-0648,trainval,s,Continue straight and change to the right most lane,Annotator 6,113
648,scene-0648,trainval,s,Switch into the right lane after passing by the white large vehicle thats on the right side of the road,Annotator 5,587
648,scene-0648,trainval,unknown,slide into the right lane,Annotator 3,505
649,scene-0649,trainval,s,merge one lane over to the right and turn turn right at the intersection,Annotator 1,293
649,scene-0649,trainval,s,stop at the intersection,Annotator 3,506
649,scene-0649,trainval,unknown,turn right,Annotator 4,504
650,scene-0650,trainval,s,stop at the red light,Annotator 3,507
651,scene-0651,trainval,d,Go straight on the greenlight,Annotator 5,590
651,scene-0651,trainval,d,Make a left turn at the intersection once all cars from the left side of the road have cleared,Annotator 5,591
651,scene-0651,trainval,d,Turn left when the oncoming traffic has passed,Annotator 6,116
651,scene-0651,trainval,d,"let the oncoming traffic pass, then turn right",Annotator 3,508
651,scene-0651,trainval,d,turn left here when there are no approaching vehicles,Annotator 1,295
653,scene-0653,trainval,d,Come to a stop before approaching the pedestrians to allow them to cross the road.,Annotator 5,593
653,scene-0653,trainval,d,"stop and let the pedestrians cross, then continue",Annotator 3,510
653,scene-0653,trainval,d,stop for the pedestrians,Annotator 4,508
653,scene-0653,trainval,ds,Allow the pedestrians to cross the road and continue straight when the pedestrian aren't an obstacle on current lane,Annotator 6,118
654,scene-0654,trainval,s,Stop at the stopsign,Annotator 5,594
654,scene-0654,trainval,s,turn right and stop at the stop sign then continue,Annotator 3,511
657,scene-0657,trainval,ds,Make a left turn when there's no oncoming traffic,Annotator 6,122
657,scene-0657,trainval,s,Make a left turn at the intersection,Annotator 5,597
657,scene-0657,trainval,s,stop at the intersection then turn left,Annotator 3,514
657,scene-0657,trainval,sd,turn left at the intersection when there are no approaching vehicles from the other side of the road,Annotator 1,301
657,scene-0657,trainval,unknown,turn left,Annotator 4,512
658,scene-0658,trainval,d,Make a left turn when it is safe to do so,Annotator 5,598
658,scene-0658,trainval,s,Make a left turn,Annotator 6,123
658,scene-0658,trainval,s,stop at the intersection then turn left,Annotator 3,515
658,scene-0658,trainval,sd,turn left at the intersection when there are no approaching vehicles from the other side of the road,Annotator 1,302
658,scene-0658,trainval,unknown,turn left,Annotator 4,513
660,scene-0660,trainval,s,Continue straight taking a slight left around the parked semi-truck,Annotator 6,125
660,scene-0660,trainval,s,"continue striaght ahead, avoid hitting the parked vehicles",Annotator 3,517
660,scene-0660,trainval,unknown,follow the road to the left and continue straight,Annotator 1,304
660,scene-0660,trainval,unknown,go left,Annotator 4,515
661,scene-0661,trainval,s,Make a left turn at the end of the road,Annotator 5,601
661,scene-0661,trainval,s,turn left at the barricades,Annotator 3,518
661,scene-0661,trainval,s,turn left at the end of the road,Annotator 1,305
661,scene-0661,trainval,unknown,turn left,Annotator 4,516
662,scene-0662,trainval,s,stop at the stop sign,Annotator 3,519
662,scene-0662,trainval,unknown,Stop at the stopsign,Annotator 5,602
663,scene-0663,trainval,s,Make a left turn at the stop sign,Annotator 6,128
663,scene-0663,trainval,s,turn left at the intersection,Annotator 3,520
663,scene-0663,trainval,unknown,Make a left turn and countinue straight,Annotator 5,603
663,scene-0663,trainval,unknown,turn left,Annotator 4,518
663,scene-0663,trainval,unknown,turn left here,Annotator 1,307
664,scene-0664,trainval,unknown,follow the road,Annotator 3,521
665,scene-0665,trainval,d,Make another left turn when the vehicle from the left side crosses the intersection,Annotator 5,606
665,scene-0665,trainval,d,turn left stop at the intersection and move forward only when all cars have passed,Annotator 3,522
665,scene-0665,trainval,ds,Make a left turn and then take another left onto the main street if there's no oncoming traffic,Annotator 6,130
665,scene-0665,trainval,unknown,Make a left turn,Annotator 5,605
665,scene-0665,trainval,unknown,turn left,Annotator 4,520
665,scene-0665,trainval,unknown,turn left to exit the parking lot and take a left onto the main road,Annotator 1,309
666,scene-0666,trainval,d,Slow down to allow the pedestrian in front of to complete walking across the road.,Annotator 5,607
666,scene-0666,trainval,d,"Slow down to let the pedestrian cross. When the pedestrian isn't an obstacle on the road, continue straight",Annotator 6,131
667,scene-0667,trainval,d,drive around the parked truck and continue straight,Annotator 1,311
667,scene-0667,trainval,ds,"Continuing straight, go around the unloading truck in the street briefly going in the opposite lane",Annotator 6,132
667,scene-0667,trainval,s,Briefly go onto the left side of the road to avoid the parked vehicle in your lane,Annotator 5,608
667,scene-0667,trainval,s,go around the vehicle,Annotator 4,522
667,scene-0667,trainval,s,swerve around the parked truck,Annotator 3,524
669,scene-0669,trainval,s,turn right then go straight,Annotator 3,526
669,scene-0669,trainval,unknown,Make a right turn into the middle lane,Annotator 5,610
669,scene-0669,trainval,unknown,Turn right at the light,Annotator 6,134
669,scene-0669,trainval,unknown,turn right,Annotator 4,524
669,scene-0669,trainval,unknown,turn right here,Annotator 1,313
671,scene-0671,trainval,unknown,stop at the intersection,Annotator 3,528
673,scene-0673,trainval,s,stop at the red light,Annotator 3,530
674,scene-0674,trainval,d,slow down for the pedestrian,Annotator 3,531
675,scene-0675,trainval,d,Slow down for the pedestrian in front of you,Annotator 5,616
675,scene-0675,trainval,d,Slowly proceed with caution maintaining a safe distance between the moving pedestrian,Annotator 6,140
675,scene-0675,trainval,d,proceed slowly to avoid hitting the wheelchair,Annotator 3,532
676,scene-0676,trainval,d,"Continue proceeding with caution, come to a stop before the flashing pedestrian sign and proceed when safe to do so",Annotator 6,141
676,scene-0676,trainval,d,poceed slowly to avoid the wheelchair,Annotator 3,533
677,scene-0677,trainval,d,proceed slowly to avoid hitting the wheelchair,Annotator 3,534
678,scene-0678,trainval,d,poceed slowly to avoid the wheelchair,Annotator 3,535
679,scene-0679,trainval,d,"Once it is safe to do so, pass the pedestrian on the wheelchair",Annotator 5,620
679,scene-0679,trainval,d,"When the pedestrian in the wheel chair goes out to the side, cautiously go around him and continue straight",Annotator 6,144
683,scene-0683,trainval,d,Follow the vehicle directly ahead,Annotator 6,146
683,scene-0683,trainval,unknown,Merge into the right lane when it opens,Annotator 5,623
685,scene-0685,trainval,ds,Make a right turn when the pedestrian isn't an obstacle in the lane you're turning into,Annotator 6,148
685,scene-0685,trainval,unknown,Make a right turn at the intersection,Annotator 5,625
685,scene-0685,trainval,unknown,turn right,Annotator 4,538
685,scene-0685,trainval,unknown,turn right at the intersection,Annotator 1,476
687,scene-0687,trainval,d,turn right when there are no pedestrians,Annotator 1,478
689,scene-0689,trainval,d,Coninue straight wehen the stoplight turns green,Annotator 5,629
689,scene-0689,trainval,d,"When the light turns green, continue straight and follow the vehicle ahead",Annotator 6,152
695,scene-0695,trainval,d,"Continue straight, slow down to let the car turn to avoid an accident",Annotator 6,153
696,scene-0696,trainval,d,Slow and come to a stop if needed to allow the pedestrian to cross,Annotator 6,154
696,scene-0696,trainval,d,Stop before the stopwalk to allow the pedestrian to cross the road,Annotator 5,631
696,scene-0696,trainval,d,stop and wait for the pedestrians,Annotator 4,544
697,scene-0697,trainval,d,"After the pedestrian crosses the road, continue straight",Annotator 5,632
697,scene-0697,trainval,d,"Once pedestrian crosses and isn't an obstacle in the path, continue straight",Annotator 6,155
700,scene-0700,trainval,s,Make a right turn at the intersection into the middle lane,Annotator 5,634
700,scene-0700,trainval,s,Make a right turn at the light,Annotator 6,157
700,scene-0700,trainval,unknown,turn right,Annotator 4,547
700,scene-0700,trainval,unknown,turn right here,Annotator 1,485
703,scene-0703,trainval,d,Continue straight when the stoplight turns green,Annotator 5,636
709,scene-0709,trainval,d,Go on the left side of your lane before appraoching the construction that is on the right side of your lane,Annotator 5,642
710,scene-0710,trainval,d,Come to a stop for the pedestrians acrossing the street ahead of you,Annotator 5,643
710,scene-0710,trainval,d,stop for the pedestrians,Annotator 4,556
711,scene-0711,trainval,d,Switch back to the lane lane to avoid the construction ahead of you when no cars are coming from behind,Annotator 5,645
711,scene-0711,trainval,s,Change one lane to the right,Annotator 6,167
711,scene-0711,trainval,unknown,Switch to the right lane,Annotator 5,644
711,scene-0711,trainval,unknown,merge onto the left lane,Annotator 1,495
711,scene-0711,trainval,unknown,switch lanes to the right,Annotator 4,557
712,scene-0712,trainval,s,"When on the bridge, change one lane to the right",Annotator 6,168
712,scene-0712,trainval,unknown,"After crossing the intersection, switch to the rightmost lane",Annotator 5,646
716,scene-0716,trainval,d,Make a right turn at the intersectin when the light turns green and there are no pedestrians on the road,Annotator 5,650
716,scene-0716,trainval,ds,Make a right turn at the light,Annotator 6,172
716,scene-0716,trainval,unknown,turn right,Annotator 4,562
716,scene-0716,trainval,unknown,turn right at the signal,Annotator 1,500
719,scene-0719,trainval,ds,Make a right turn at the intersection when the stpolight turns green,Annotator 5,653
719,scene-0719,trainval,s,Make a right turn at the light,Annotator 6,175
719,scene-0719,trainval,unknown,turn right,Annotator 4,565
728,scene-0728,trainval,d,Continue straight when the stoplight turns green,Annotator 5,656
734,scene-0734,trainval,d,Proceed straight when the stoplight turns green,Annotator 5,660
736,scene-0736,trainval,s,Make a left turn at the stop sign,Annotator 6,184
736,scene-0736,trainval,s,Stop at the stopsign and then make a left turn,Annotator 5,662
736,scene-0736,trainval,unknown,turn left,Annotator 4,574
737,scene-0737,trainval,s,Make a right turn,Annotator 6,185
737,scene-0737,trainval,unknown,turn right,Annotator 4,575
738,scene-0738,trainval,s,Take the second exit in the roundabout,Annotator 6,186
739,scene-0739,trainval,s,Stop at the stopsign,Annotator 5,665
740,scene-0740,trainval,s,Make a right turn at the intersection,Annotator 6,188
740,scene-0740,trainval,unknown,Make a right turn,Annotator 5,666
740,scene-0740,trainval,unknown,turn right,Annotator 4,578
744,scene-0744,trainval,s,Stop at the stopsign,Annotator 5,668
746,scene-0746,trainval,s,Shift to the lane on the left,Annotator 6,191
746,scene-0746,trainval,unknown,Switch into the leftmost lane,Annotator 5,669
746,scene-0746,trainval,unknown,go all the way to the left lane,Annotator 4,581
750,scene-0750,trainval,d,Move the car to the right to allow the oncoming vehicle to pass,Annotator 6,194
750,scene-0750,trainval,d,Move the vehicle to the right to allow the truck to properly turn,Annotator 5,672
750,scene-0750,trainval,d,Proceed straight when the stpolight turns green,Annotator 5,673
752,scene-0752,trainval,s,Avoid the parked vehicle ahead of you by going around it on the left side and then proceed back into the same lane,Annotator 5,675
752,scene-0752,trainval,s,Go around the vehicle stopped in the road briefly going in the opposite lane,Annotator 6,196
752,scene-0752,trainval,s,go around the road obstruction,Annotator 4,586
760,scene-0760,trainval,d,Make a right turn at the light when it turns green. Slow down for a small amount of time to allow the oncoming vehicle to turn into the road first,Annotator 6,200
760,scene-0760,trainval,s,"Go onto the left side of the road, if it is clear, to avoid the parked vehicle in front. Then go back onto the right side of the road.",Annotator 5,688
760,scene-0760,trainval,unknown,Make a right tturn at the greenlight and when it is safe to do so.,Annotator 5,679
760,scene-0760,trainval,unknown,turn right,Annotator 4,590
762,scene-0762,trainval,s,Make a right turn at the first set of lights,Annotator 6,202
762,scene-0762,trainval,s,Make a right turn at the intersection,Annotator 5,681
762,scene-0762,trainval,unknown,turn right,Annotator 4,592
764,scene-0764,trainval,d,Keep a safe distance between the individual on the bicycle in front of you,Annotator 5,683
768,scene-0768,trainval,ds,Go around the stopped vehicle on the road by going in the left lane only if it's safe to do so,Annotator 6,207
768,scene-0768,trainval,s,"Slightly go onto the left lane, if it is safe, to avoid the parked vehicle on the right side of your lane.",Annotator 5,686
769,scene-0769,trainval,ds,Make a right turn at the light. Go around the stopped vehicle by going in the opposite lane only if it's safe to do so,Annotator 6,208
769,scene-0769,trainval,s,"turn right, go around the vehicle",Annotator 4,598
769,scene-0769,trainval,unknown,Make a right turn at the intersection,Annotator 5,687
770,scene-0770,trainval,unknown,stop at the curb,Annotator 4,599
778,scene-0778,trainval,s,Make a U turn,Annotator 6,213
778,scene-0778,trainval,unknown,Make a u-turn,Annotator 5,693
778,scene-0778,trainval,unknown,take a u-turn,Annotator 4,603
783,scene-0783,trainval,s,"Before coming to a stop at the intersection, turn to the lane with the forward marking",Annotator 5,697
783,scene-0783,trainval,s,Past the second set of lights change one lane to the right,Annotator 6,217
783,scene-0783,trainval,unknown,switch to the right lane,Annotator 4,607
790,scene-0790,trainval,d,Continue straight whent the stoplight turns green,Annotator 5,702
798,scene-0798,trainval,d,Follow the grey vehicle in front of you,Annotator 5,709
799,scene-0799,trainval,d,Keep following the grey vehicle in front of you,Annotator 5,710
800,scene-0800,trainval,d,Keep following the grey vehicle in front of you,Annotator 5,711
802,scene-0802,trainval,d,Keep following the grey vehicle in front of you,Annotator 5,712
803,scene-0803,trainval,unknown,"When it is clear to do so, merge onto the road from the parking space.",Annotator 5,713
803,scene-0803,trainval,unknown,merge onto the road when there are no oncoming cars,Annotator 1,610
808,scene-0808,trainval,d,Continue straight when the stoplight turns green,Annotator 5,717
812,scene-0812,trainval,d,Continue straight when the stoplight turns green,Annotator 5,721
812,scene-0812,trainval,unknown,merge into right rurn only lane,Annotator 1,618
812,scene-0812,trainval,unknown,switch lanes to the right,Annotator 4,631
815,scene-0815,trainval,s,turn right at the signal and merge into the left most lane,Annotator 1,620
815,scene-0815,trainval,unknown,Make a right turn,Annotator 5,723
815,scene-0815,trainval,unknown,"turn right, switch lanes to the right",Annotator 4,633
816,scene-0816,trainval,s,Go around the round about and make the left turn,Annotator 5,724
816,scene-0816,trainval,unknown,take the third roundabout exit,Annotator 1,621
816,scene-0816,trainval,unknown,turn left at the roundabout,Annotator 4,634
817,scene-0817,trainval,s,Stop at the stopsign,Annotator 5,725
819,scene-0819,trainval,s,Make a right turn at the intersection,Annotator 5,726
819,scene-0819,trainval,s,as the stop sign turn right,Annotator 1,623
819,scene-0819,trainval,unknown,turn right,Annotator 4,636
821,scene-0821,trainval,unknown,After crossing the first intersection stay on the left side of the road,Annotator 5,728
821,scene-0821,trainval,unknown,follow the road,Annotator 4,638
848,scene-0848,trainval,d,Slow down to allow the pedestrian to cross the road,Annotator 5,731
848,scene-0848,trainval,s,Switch to the right lane to avoid the parked cars on your lane,Annotator 5,732
848,scene-0848,trainval,unknown,switch to the right lane,Annotator 4,641
849,scene-0849,trainval,unknown,switch to the left lane,Annotator 4,642
850,scene-0850,trainval,unknown,continue going along the road,Annotator 3,536
852,scene-0852,trainval,s,Change to the right lane and go back to the left lane when there are no obstructing cars,Annotator 5,736
852,scene-0852,trainval,s,Go into the left turn lane,Annotator 5,737
852,scene-0852,trainval,s,"switch to the right lane in order to avoid hitting the parked cars, then near the turning lanes switch back to the left lane",Annotator 3,538
852,scene-0852,trainval,unknown,merge into the far left lane,Annotator 1,632
852,scene-0852,trainval,unknown,switch to the right lane,Annotator 4,645
853,scene-0853,trainval,d,"slow down to avoid hitting the car(white SUV), then carefully follow that car and stop behind it.",Annotator 3,539
853,scene-0853,trainval,s,Go into the middle lane,Annotator 5,738
853,scene-0853,trainval,unknown,take a right into the connecting road,Annotator 1,641
853,scene-0853,trainval,unknown,turn left,Annotator 4,646
853,scene-0853,trainval,unknown,turn left here,Annotator 1,633
854,scene-0854,trainval,d,follow the white SUV in front while maintaining a safe distance,Annotator 3,540
855,scene-0855,trainval,d,Allow the vehicle with the left lane blinker to merge into your lane,Annotator 5,741
855,scene-0855,trainval,d,turn right and proceed slowly in order to avoid hitting the turning cars,Annotator 3,541
855,scene-0855,trainval,unknown,Make a right turn,Annotator 5,740
855,scene-0855,trainval,unknown,turn right,Annotator 4,648
856,scene-0856,trainval,unknown,continue on this road,Annotator 1,636
861,scene-0861,trainval,d,Make a right turn when there are no cars coming from the left side,Annotator 5,745
861,scene-0861,trainval,d,"wait for all the vehicles to pass, then carefully turn right",Annotator 3,545
861,scene-0861,trainval,unknown,turn right,Annotator 4,652
861,scene-0861,trainval,unknown,turn right at the intersection,Annotator 1,639
862,scene-0862,trainval,d,"stop at the crosswalk, let the pedestrians cross, then continue moving ahead",Annotator 3,546
862,scene-0862,trainval,ds,Stop before the crosswalk to allow the pedestrian to walk accross the road. Then continue once it is clear,Annotator 5,746
862,scene-0862,trainval,unknown,stay on the far left lane and keep keft at the fork,Annotator 1,640
863,scene-0863,trainval,s,turn right at the intersection and stay in the left lane,Annotator 3,547
863,scene-0863,trainval,unknown,Make a right turn,Annotator 5,747
863,scene-0863,trainval,unknown,turn right,Annotator 4,654
865,scene-0865,trainval,s,"Go slightly on the right side of the road to avoid the parked vehicle in front, then go back onto the lane.",Annotator 5,750
865,scene-0865,trainval,s,"turn right at the intersection, then swerve around the parked tempo",Annotator 3,549
865,scene-0865,trainval,s,"turn right, go around road obstruction",Annotator 4,656
865,scene-0865,trainval,unknown,Make a right turn,Annotator 5,749
865,scene-0865,trainval,unknown,turn right into the connecting road,Annotator 1,643
866,scene-0866,trainval,s,turn right at the fork,Annotator 3,550
866,scene-0866,trainval,unknown,keep right,Annotator 1,644
866,scene-0866,trainval,unknown,turn right,Annotator 4,657
868,scene-0868,trainval,unknown,Make a right turn,Annotator 5,752
868,scene-0868,trainval,unknown,complete the right turn,Annotator 3,551
868,scene-0868,trainval,unknown,turn right and continue,Annotator 1,645
872,scene-0872,trainval,d,When the light turns green continue straight,Annotator 5,756
872,scene-0872,trainval,s,move ahead when the signal turns green,Annotator 3,555
876,scene-0876,trainval,d,When the light turns green continue straight,Annotator 5,759
876,scene-0876,trainval,s,when the signal turns green go straight,Annotator 3,558
878,scene-0878,trainval,s,stop at the signal,Annotator 3,560
880,scene-0880,trainval,ds,"Continue straight when the stoplight turns green, and after passing it, make a left turn",Annotator 5,762
880,scene-0880,trainval,s,turn left at the traffic signa,Annotator 1,655
880,scene-0880,trainval,s,"when the signal turns green, turn right at the intersection",Annotator 3,561
882,scene-0882,trainval,ds,When the stoplight turns green make a left turn,Annotator 5,763
882,scene-0882,trainval,s,turn left at the signal,Annotator 1,656
882,scene-0882,trainval,s,"turn right, when the signal turns green",Annotator 3,562
882,scene-0882,trainval,unknown,turn left,Annotator 4,669
883,scene-0883,trainval,s,stop at the signal,Annotator 3,563
885,scene-0885,trainval,d,Continue straight when the stpolight turns green,Annotator 5,766
885,scene-0885,trainval,s,go stright when the signal turns green,Annotator 3,565
886,scene-0886,trainval,s,stop before the crosswalk when the signal turns red,Annotator 3,566
888,scene-0888,trainval,s,"when the signal turns green, turn right",Annotator 3,568
888,scene-0888,trainval,unknown,Make a right turn,Annotator 5,769
888,scene-0888,trainval,unknown,turn right,Annotator 4,675
889,scene-0889,trainval,s,stop at the signal,Annotator 3,569
890,scene-0890,trainval,d,wait for the oncoming traffic to pass ten turn left,Annotator 3,570
890,scene-0890,trainval,ds,"When the stoplight turns green, make a left turn at the intersection once all cars have passed by",Annotator 5,771
891,scene-0891,trainval,s,complete the left turn and go stright,Annotator 3,571
891,scene-0891,trainval,unknown,turn left,Annotator 4,678
891,scene-0891,trainval,unknown,turn left here,Annotator 1,665
894,scene-0894,trainval,ds,Make a left turn once all of the pedestrians have crossed the crosswalk,Annotator 5,775
894,scene-0894,trainval,s,turn left at the intersection,Annotator 3,574
894,scene-0894,trainval,unknown,turn left,Annotator 4,681
894,scene-0894,trainval,unknown,turn left into the intersection,Annotator 1,668
896,scene-0896,trainval,s,go around the vehicle obstructing the road,Annotator 4,683
896,scene-0896,trainval,s,"swerve around the parked trailer, then re-join the right lane",Annotator 3,576
897,scene-0897,trainval,ds,"stop at the stop sign, behind the jeep, wait for the pedestrian to cross, then go straight",Annotator 3,577
898,scene-0898,trainval,s,stop at the signal,Annotator 3,578
899,scene-0899,trainval,d,When the stoplight turns green go straight,Annotator 5,780
899,scene-0899,trainval,s,go straight when the signal turns green,Annotator 3,579
900,scene-0900,trainval,d,"When the stoplight turns greeen, make a left turn if there are no oncoming cars",Annotator 5,781
900,scene-0900,trainval,d,"turn right at the intersection, avoid hitting the oncoming traffic",Annotator 3,580
900,scene-0900,trainval,unknown,turn left at the interesction,Annotator 1,674
902,scene-0902,trainval,s,stop behind the bus at the intersection,Annotator 3,582
905,scene-0905,trainval,s,slide into the right lane,Annotator 3,585
906,scene-0906,trainval,s,Make a right turn at the intersection,Annotator 5,787
906,scene-0906,trainval,s,turn right at the intersection,Annotator 3,586
906,scene-0906,trainval,unknown,turn right,Annotator 4,693
907,scene-0907,trainval,s,at the signal turn right,Annotator 1,681
907,scene-0907,trainval,s,complete the right turn and then stop behind the stopped vehicle,Annotator 3,587
908,scene-0908,trainval,d,"when the vehicle in front starts moving, drivbe forward",Annotator 3,588
914,scene-0914,trainval,s,"Before stopping at the intersection, switch to the right lane",Annotator 5,795
914,scene-0914,trainval,s,slide into the right turning lane near the intersection,Annotator 3,594
914,scene-0914,trainval,unknown,switch lanes to the right,Annotator 4,701
915,scene-0915,trainval,unknown,Make a left turn,Annotator 5,796
915,scene-0915,trainval,unknown,turn left,Annotator 4,702
915,scene-0915,trainval,unknown,turn left here and continue,Annotator 1,690
915,scene-0915,trainval,unknown,turn right lef at the intersection,Annotator 3,595
916,scene-0916,trainval,s,Follow the road through the parking lot,Annotator 5,797
916,scene-0916,trainval,s,"complete the right turn, then follow the road to exit the parkig lot",Annotator 3,596
916,scene-0916,trainval,unknown,"turn right, turn right",Annotator 4,703
917,scene-0917,trainval,ds,Slow down to allow the pedestrians to cross the road,Annotator 5,798
917,scene-0917,trainval,ds,"slow down for the pedestrians, breifly stop at the intersection, then turn right",Annotator 3,597
917,scene-0917,trainval,unknown,Make a left turn at the intersection,Annotator 5,799
917,scene-0917,trainval,unknown,at the intersection turn left,Annotator 1,692
